0.243462	8.46292	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.39577	0.304009	116.466	-116.561	8.44818	0.251553	8.45	0.25	-3.00027	0
9.86319	-2.86266	19.4651	-116.453	8.56759	0.241943	8.45	0.25	0	0
8.40107	-7.85477	15.911	-116.245	8.45582	0.253997	8.45	0.25	0	0
11.9281	-13.8795	40.775	-116.27	8.42544	0.254042	8.35	0.25	-1.81979	0
14.4941	-18.8985	58.687	-115.654	8.23962	0.24916	8.25	0.25	-1.81978	0
24.5324	-19.3031	146.695	-115.749	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
30.7605	-24.748	139.302	-115.118	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
25.445	-31.9335	32.0619	-114.997	7.61269	0.155818	7.7	0.15	-2.99982	0
25.1161	-37.1581	23.4757	-114.055	7.54016	0.159641	7.55	0.15	-2.99982	0
29.4471	-42.7487	36.1991	-114.066	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
30.2581	-47.8774	29.5463	-112.461	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
36.0312	-53.9287	61.8557	-112.493	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
37.7871	-58.6076	53.9903	-110.539	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
46.9929	-64.1146	91.2191	-110.577	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
47.6245	-68.2563	69.0237	-108.294	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
52.4805	-72.8339	55.2441	-108.276	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
45.6925	-76.1681	14.935	-106.342	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
49.1334	-80.9332	26.7935	-106.352	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
48.5574	-83.9544	18.9976	-104.255	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
52.6264	-89.0537	45.8153	-104.281	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
52.8071	-92.1657	36.0121	-101.236	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
59.7057	-96.8792	71.5561	-101.273	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
59.4669	-99.4404	51.5618	-97.9894	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
64.4165	-103.79	50.1438	-97.9851	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
57.0872	-105.988	5.46466	-94.4732	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
59.5086	-109.872	16.3257	-94.4825	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
57.8346	-111.228	6.67431	-91.7371	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
60.3245	-114.962	27.9014	-91.7578	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
59.1551	-116.033	18.8073	-88.9042	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
63.3716	-119.955	45.1467	-88.9306	6.32593	-2.40018	6.35	-2.4	0	-2.72613
62.2876	-121.065	29.8074	-84.9671	6.34927	-2.55175	6.35	-2.55	0	-2.72611
68.3533	-124.609	56.4463	-84.9941	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
64.9178	-125.247	26.0772	-80.8953	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
71.4006	-128.15	52.6935	-80.9224	6.46536	-3.00452	6.45	-3	0	-2.99754
67.8303	-128.008	25.7226	-77.7652	6.44119	-3.14955	6.45	-3.15	0	-2.99754
73.9769	-131.09	49.1502	-77.7889	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
69.7019	-130.952	18.3075	-73.5331	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
74.2047	-133.807	37.084	-73.5518	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
70.7365	-133.252	12.9491	-69.2115	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
74.1153	-135.86	30.2312	-69.2286	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
70.7821	-134.936	8.78239	-64.8362	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
73.4395	-137.283	24.5428	-64.8517	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
70.0866	-136.027	5.06497	-60.4541	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
72.1978	-138.119	19.3099	-60.468	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
68.803	-136.57	1.39145	-56.0714	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
70.3646	-138.421	13.8082	-56.0833	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
66.9207	-136.62	-2.68798	-51.6715	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
67.9108	-138.232	7.78066	-51.6813	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
64.4521	-136.202	-6.99428	-47.3129	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
64.9454	-137.589	2.02906	-47.3211	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
61.5121	-135.366	-10.9749	-42.9729	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
61.549	-136.53	-3.38544	-42.9795	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
58.1471	-134.131	-14.7162	-38.7049	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
57.7886	-135.082	-8.38522	-38.7101	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
54.4302	-132.537	-18.1805	-34.4991	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
53.7666	-133.128	-13.2487	-34.5027	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
50.6246	-130.372	-20.6033	-31.3858	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
49.6895	-131.004	-16.1954	-31.3888	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
46.526	-128.355	-23.1432	-27.3207	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
45.3527	-128.786	-19.6916	-27.3226	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
42.2526	-126.023	-25.6573	-23.351	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
40.8443	-126.267	-23.1483	-23.3518	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
37.8203	-123.405	-27.9881	-19.4839	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
36.3505	-123.384	-26.2098	-19.4839	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
33.5961	-120.412	-29.4418	-16.6523	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
31.9958	-120.3	-28.3561	-16.6514	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
29.3711	-117.375	-30.6789	-13.8957	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
27.5815	-117.233	-29.6971	-13.8946	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
24.9347	-114.353	-31.5928	-10.3559	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
23.1887	-114.003	-31.3809	-10.3539	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
20.8215	-111.054	-32.3415	-7.77083	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
18.896	-110.648	-32.2422	-7.76865	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
16.509	-107.718	-32.6668	-4.4606	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
14.675	-107.147	-33.2949	-4.45754	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
12.5795	-104.179	-33.013	-2.06991	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
10.5875	-103.534	-33.6811	-2.06671	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
8.47877	-100.561	-32.805	0.982749	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
6.57442	-99.7882	-34.4885	0.98715	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
4.7447	-96.8108	-33.1138	3.17839	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
2.88945	-95.9667	-34.4744	3.18254	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
1.2039	-93.0186	-32.6284	5.27504	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
-0.623302	-92.1053	-34.2065	5.27951	9.47534	-9.42627	9.55	-9.5	0	-3.00023
-2.16264	-89.1859	-31.9671	7.26542	9.54779	-9.64959	9.55	-9.65	0	-3.0002
-3.97094	-88.2088	-33.8759	7.27035	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997
-5.37126	-85.3135	-31.2592	9.15803	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
-7.2673	-84.2229	-33.075	9.16297	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969
-8.63467	-81.2647	-29.7549	11.5209	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
-10.3268	-80.1324	-32.0185	11.5264	9.92627	-10.4745	9.75	-10.3	0	-3.00065
-11.388	-77.2218	-28.6676	13.191	9.75524	-10.4732	9.75	-10.45	0	-3.00063
-13.1714	-75.9631	-31.1067	13.1969	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451
-14.1951	-72.977	-27.0216	15.2702	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
-15.8792	-71.6299	-29.5607	15.2763	9.88465	-10.9383	9.85	-10.9	0	-2.73074
-16.6914	-68.6069	-25.1024	17.1807	9.83614	-11.041	9.85	-11.05	0	-2.73073
-18.1707	-67.2669	-28.0685	17.1873	9.83952	-11.1692	9.85	-11.2	0	-2.99965
-18.7003	-64.3357	-23.7987	18.5086	9.84568	-11.3496	9.85	-11.35	0	-2.99961
-20.1078	-62.96	-26.8646	18.5155	9.87961	-11.5637	9.85	-11.5	0	-2.99843
-20.496	-60.0655	-22.4353	19.7242	9.83206	-11.6307	9.85	-11.65	0	-2.99843
-21.791	-58.6589	-25.234	19.7309	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061
-22.0156	-55.8005	-20.6461	20.8247	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
-23.2516	-54.3649	-23.8581	20.832	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119
-23.3266	-51.5458	-19.1104	21.8114	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
-24.4639	-50.0884	-22.1992	21.8187	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981
-24.3776	-47.3044	-17.3125	22.6885	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
-25.408	-45.8253	-20.3432	22.6958	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805
-25.1507	-43.0789	-15.3319	23.4567	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
-26.1837	-41.4687	-18.6648	23.4645	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953
-25.7855	-38.6255	-12.9423	24.3181	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
-26.5947	-37.111	-16.0622	24.3258	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629
-25.9303	-34.4204	-10.7404	24.8607	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
-26.7023	-32.7788	-14.1405	24.8688	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651
-25.8606	-29.9989	-8.21886	25.4248	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
-26.4638	-28.4734	-11.7456	25.4333	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005
-25.3811	-25.8643	-6.22478	25.7468	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
-25.894	-24.2171	-9.59487	25.7553	8.22926	-13.1698	8.2	-13.15	-2.72741	0
-24.5882	-21.5237	-3.51034	26.0283	8.03583	-13.1513	8.05	-13.15	-2.72742	0
-24.9841	-19.8783	-7.21075	26.0373	7.82914	-13.0525	7.9	-13.15	-2.72986	0
-23.3806	-17.2266	-0.893249	26.1663	7.76538	-13.1647	7.75	-13.15	-2.72986	0
-23.6784	-15.7237	-5.07947	26.1761	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304
-21.8261	-13.2686	0.980321	26.1706	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
-21.9603	-11.6518	-2.70979	26.1801	7.21108	-13.0985	7.3	-13.25	-2.72846	0
-19.7093	-9.12664	4.20325	26.0369	7.16011	-13.2382	7.15	-13.25	-2.72844	0
-19.6589	-7.65836	0.638369	26.0466	6.88472	-12.9588	7	-13.2	-2.99784	0.999284
-16.9525	-5.35544	8.0214	25.8439	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
-16.6106	-3.75134	4.37695	25.8542	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275
-13.1556	-1.46163	13.7612	25.4587	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
-11.9988	0.219735	11.7234	25.4679	6.40137	-13.0799	6.4	-13.05	-2.72678	0
-8.00931	2.07974	23.4618	24.9519	6.26174	-13.0534	6.25	-13.05	-2.72678	0
-6.3637	3.52689	24.1837	24.9597	6.10143	-13.0076	6.1	-13	-2.72966	0.909888
-4.13547	4.78269	29.4954	24.3658	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
-3.08623	6.01894	27.246	24.3573	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851
-1.58432	7.12577	28.3079	23.8587	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
-0.830129	8.46899	21.517	23.8564	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995
0.407505	9.634	21.9254	23.1143	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
0.44304	10.8955	11.8645	23.1161	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753
1.1384	11.9661	12.3237	22.3018	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
0.362979	13.16	1.20227	22.3046	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989
0.580576	14.1244	2.40773	21.4284	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
-0.112915	15.1745	-2.77985	21.4245	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929
0.298739	15.9391	0.24344	20.7205	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
0.375895	17.0676	0.343365	20.711	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471
1.38964	17.8314	4.45579	19.7198	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
-1.73462	18.8906	-8.24272	19.7239	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971
-0.697084	19.5278	-3.04232	18.6863	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
2.17525	20.4426	7.48023	18.6656	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032
2.9818	20.8783	9.04148	17.8652	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
0.972468	21.8412	0.357271	17.8654	4.43713	-11.024	4.45	-11.05	0	1.81614
1.26397	22.2666	1.57424	16.7558	4.45136	-10.93	4.45	-10.95	0	1.81612
0.723714	23.135	-1.88319	16.7503	4.44745	-10.786	4.45	-10.8	0	2.72555
1.2974	23.4328	1.13808	15.611	4.45788	-10.6457	4.45	-10.65	0	2.72554
0.680856	24.2295	-2.16123	15.6053	4.46329	-10.5756	4.45	-10.5	0	2.729
1.71212	24.3997	2.11409	14.447	4.44057	-10.3382	4.45	-10.35	0	2.72898
-0.294908	25.128	-5.68559	14.4462	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687
1.17122	25.1763	-0.0486398	13.2678	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
2.02007	25.8223	1.98871	13.2565	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927
3.12759	25.7519	4.96788	12.0747	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
0.699732	26.3424	-3.21864	12.0745	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578
1.34033	26.1683	-0.73545	10.8844	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
2.14834	26.6686	1.52401	10.873	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952
2.95085	26.3869	4.01528	9.69124	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
1.31733	26.7783	-2.51331	9.68951	4.95209	-8.96272	5	-9.05	0.999884	1.99977
1.9516	26.3747	0.0576531	8.80337	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
2.11513	26.7519	0.0223842	8.79469	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708
3.03988	26.319	3.17463	7.62797	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
1.71666	26.5998	-2.0153	7.62501	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957
2.53643	26.0652	0.921953	6.75904	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
2.08951	26.3284	-1.20545	6.75283	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807
3.14878	25.763	2.31845	5.61742	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808
2.10331	25.966	-1.6674	5.61338	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608
3.15585	25.3287	1.71156	4.50084	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606
